activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
0,Summit Mount Baldy,193,193,99,0.5129533678756477,0.5129533678756477
1,Hike Sandstone Peak in the Santa Monicas,190,190,89,0.46842105263157896,0.46842105263157896
2,Pickup basketball at the Venice Beach courts,201,201,90,0.44776119402985076,0.44776119402985076
3,Visit LACMA,220,219,122,0.5570776255707762,0.5545454545454546
4,LAFC game at BMO Stadium,195,195,112,0.5743589743589743,0.5743589743589743
5,Rams game at SoFi Stadium,224,224,115,0.5133928571428571,0.5133928571428571
6,Korean BBQ feast in K-town,192,190,92,0.4842105263157895,0.4791666666666667
7,Whale watching out of Long Beach,183,183,77,0.4207650273224044,0.4207650273224044
8,Joshua Tree day trip,193,190,95,0.5,0.49222797927461137
9,Big Bear day trip,187,186,96,0.5161290322580645,0.5133689839572193
10,Drive PCH up to Malibu,201,201,104,0.5174129353233831,0.5174129353233831
11,Bowling at Lucky Strike Hollywood,199,198,101,0.51010101010101,0.507537688442211
12,Brewery hop through the Arts District,218,215,106,0.4930232558139535,0.48623853211009177
13,Rose Bowl Flea Market in Pasadena,216,216,101,0.4675925925925926,0.4675925925925926
14,Drive-in movie at the Vineland,202,202,112,0.5544554455445545,0.5544554455445545
15,Comedy show at the Comedy Store,204,203,95,0.46798029556650245,0.46568627450980393
16,UCB improv show in Hollywood,207,206,100,0.4854368932038835,0.4830917874396135
17,Tide pooling at Abalone Cove in Palos Verdes,194,194,99,0.5103092783505154,0.5103092783505154
18,Visit the La Brea Tar Pits,212,211,92,0.43601895734597157,0.4339622641509434
19,Sunset drive up Mulholland,209,208,117,0.5625,0.5598086124401914
20,Sunset at El Matador Beach,200,198,93,0.4696969696969697,0.465
21,Snorkel at Leo Carrillo State Beach,200,199,103,0.5175879396984925,0.515
22,Pier fishing at the Santa Monica Pier,217,216,100,0.46296296296296297,0.4608294930875576
23,Hike Bridge to Nowhere in the San Gabriels,204,204,93,0.45588235294117646,0.45588235294117646
24,Topanga State Park hike,214,213,101,0.47417840375586856,0.4719626168224299
25,Trail run through Eaton Canyon,204,204,90,0.4411764705882353,0.4411764705882353
26,Sturtevant Falls hike in Sierra Madre,199,199,104,0.5226130653266332,0.5226130653266332
27,Hike Temescal Canyon,190,187,98,0.5240641711229946,0.5157894736842106
28,Clippers game at the Intuit Dome,183,183,84,0.45901639344262296,0.45901639344262296
29,Angels game at Angel Stadium,211,211,115,0.5450236966824644,0.5450236966824644
30,UCLA basketball at Pauley Pavilion,213,213,110,0.5164319248826291,0.5164319248826291
31,Mini-golf in Old Pasadena,209,207,105,0.5072463768115942,0.5023923444976076
32,Sawtelle ramen crawl on the Westside,189,188,99,0.526595744680851,0.5238095238095238
