activity_ix,activity,n_appearances,n_decisive_appearances,n_picked,selection_rate,selection_rate_incl_refusals
0,Summit Mount Baldy,193,190,98,0.5157894736842106,0.5077720207253886
1,Hike Sandstone Peak in the Santa Monicas,190,188,95,0.5053191489361702,0.5
2,Pickup basketball at the Venice Beach courts,201,199,96,0.4824120603015075,0.47761194029850745
3,Visit LACMA,220,218,94,0.43119266055045874,0.42727272727272725
4,LAFC game at BMO Stadium,195,195,107,0.5487179487179488,0.5487179487179488
5,Rams game at SoFi Stadium,224,222,108,0.4864864864864865,0.48214285714285715
6,Korean BBQ feast in K-town,192,190,84,0.4421052631578947,0.4375
7,Whale watching out of Long Beach,183,183,89,0.48633879781420764,0.48633879781420764
8,Joshua Tree day trip,193,190,105,0.5526315789473685,0.5440414507772021
9,Big Bear day trip,187,186,92,0.4946236559139785,0.4919786096256685
10,Drive PCH up to Malibu,201,197,93,0.4720812182741117,0.4626865671641791
11,Bowling at Lucky Strike Hollywood,199,197,97,0.49238578680203043,0.48743718592964824
12,Brewery hop through the Arts District,218,216,108,0.5,0.4954128440366973
13,Rose Bowl Flea Market in Pasadena,216,216,104,0.48148148148148145,0.48148148148148145
14,Drive-in movie at the Vineland,202,199,113,0.5678391959798995,0.5594059405940595
15,Comedy show at the Comedy Store,204,204,102,0.5,0.5
16,UCB improv show in Hollywood,207,204,100,0.49019607843137253,0.4830917874396135
17,Tide pooling at Abalone Cove in Palos Verdes,194,192,94,0.4895833333333333,0.4845360824742268
18,Visit the La Brea Tar Pits,212,209,97,0.46411483253588515,0.45754716981132076
19,Sunset drive up Mulholland,209,205,113,0.551219512195122,0.5406698564593302
20,Sunset at El Matador Beach,200,199,87,0.4371859296482412,0.435
21,Snorkel at Leo Carrillo State Beach,200,199,111,0.5577889447236181,0.555
22,Pier fishing at the Santa Monica Pier,217,215,107,0.49767441860465117,0.4930875576036866
23,Hike Bridge to Nowhere in the San Gabriels,204,199,102,0.5125628140703518,0.5
24,Topanga State Park hike,214,213,111,0.5211267605633803,0.5186915887850467
25,Trail run through Eaton Canyon,204,201,95,0.472636815920398,0.46568627450980393
26,Sturtevant Falls hike in Sierra Madre,199,196,97,0.49489795918367346,0.48743718592964824
27,Hike Temescal Canyon,190,189,81,0.42857142857142855,0.4263157894736842
28,Clippers game at the Intuit Dome,183,182,89,0.489010989010989,0.48633879781420764
29,Angels game at Angel Stadium,211,208,111,0.5336538461538461,0.5260663507109005
30,UCLA basketball at Pauley Pavilion,213,211,114,0.5402843601895735,0.5352112676056338
31,Mini-golf in Old Pasadena,209,205,100,0.4878048780487805,0.4784688995215311
32,Sawtelle ramen crawl on the Westside,189,184,93,0.5054347826086957,0.49206349206349204
33,Thai Town dinner crawl,205,203,97,0.47783251231527096,0.47317073170731705
34,Olvera Street tacos and walking tour,197,193,96,0.49740932642487046,0.4873096446700508
35,Petersen Automotive Museum on Wilshire,217,212,99,0.4669811320754717,0.45622119815668205
36,California Science Center to see the Endeavour,157,155,69,0.44516129032258067,0.4394904458598726
37,The Huntington gardens in San Marino,210,209,107,0.5119617224880383,0.5095238095238095
38,Griffith Observatory at night,177,175,96,0.5485714285714286,0.5423728813559322
39,Day trip up to Santa Barbara,207,206,96,0.46601941747572817,0.463768115942029
40,Bottomless brunch in West Hollywood,192,190,87,0.45789473684210524,0.453125
41,Wine tasting in Malibu,200,198,80,0.40404040404040403,0.4
42,Bar crawl on Abbot Kinney in Venice,218,216,112,0.5185185185185185,0.5137614678899083
43,Cannabis tasting at a licensed West Hollywood consumption lounge,213,211,113,0.5355450236966824,0.5305164319248826
44,Poker night at the Bicycle Casino in Bell Gardens,187,185,96,0.518918918918919,0.5133689839572193
45,Day at Hollywood Park Casino,220,219,101,0.4611872146118721,0.4590909090909091
46,Betting on horses at Santa Anita,202,197,106,0.5380710659898477,0.5247524752475248
47,Paintball day in Sun Valley,181,177,89,0.5028248587570622,0.49171270718232046
48,Airsoft battle at Tac City in Fullerton,204,202,99,0.4900990099009901,0.4852941176470588
49,Off-road OHV day in Hungry Valley,216,214,110,0.514018691588785,0.5092592592592593
50,Race car experience at Willow Springs,194,192,108,0.5625,0.5567010309278351
51,Cliff jumping at Malibu's coves,197,190,96,0.5052631578947369,0.4873096446700508
52,Sport fishing for tuna out of San Pedro,208,207,94,0.45410628019323673,0.4519230769230769
53,Spearfishing trip at Catalina,195,194,86,0.44329896907216493,0.441025641025641
54,MMA pay-per-view watch party with cigars and whiskey,182,181,83,0.4585635359116022,0.45604395604395603
55,Hollywood club crawl on Sunset Strip,180,180,89,0.49444444444444446,0.49444444444444446
56,Cigar-and-whiskey afternoon at a Beverly Hills lounge,195,194,102,0.5257731958762887,0.5230769230769231
57,Bottle service at a Hollywood nightclub,198,197,92,0.467005076142132,0.46464646464646464
58,Sunday service at a Calvary Chapel megachurch,200,200,98,0.49,0.49
59,Tour the Reagan Presidential Library,190,187,104,0.5561497326203209,0.5473684210526316
60,Tour the Nixon Presidential Library,190,188,89,0.4734042553191489,0.46842105263157896
61,Skydiving over Perris,179,178,86,0.48314606741573035,0.48044692737430167
62,Lambo rental for a Mulholland canyon run,158,157,74,0.4713375796178344,0.46835443037974683
63,Drive down to Tijuana for tacos and clubbing,210,210,113,0.5380952380952381,0.5380952380952381
64,Tour Forest Lawn for celebrity graves,211,206,95,0.46116504854368934,0.45023696682464454
65,Manson-murders true-crime walking tour of Beverly Hills,188,186,110,0.5913978494623656,0.5851063829787234
66,Boxing sparring class at a Wild Card-style gym,206,206,106,0.5145631067961165,0.5145631067961165
67,Day-drinking on a Marina del Rey booze cruise,186,182,98,0.5384615384615384,0.5268817204301075
68,Craps night at the Hustler Casino in Gardena,201,199,92,0.4623115577889447,0.4577114427860697
69,Pole-dancing fitness class for the bachelor party,191,191,97,0.5078534031413613,0.5078534031413613
70,Hunting deer in the San Gabriel Mountains,206,168,86,0.5119047619047619,0.4174757281553398
